ID;SUBSYSTEM;CODE;COVWATERHYDRANTUNITTYPE;DISTANCEFROMCORNER;FEEDERLEN;DIR;LINE;COLOR;INCOMM;CHR0;CHR1;STREET_NUMBER;STREET;OLDHYDNUM;CASTSUB;OOCDATE;OOCNOTES;INSTDATE1;ORACLEID;ACTIVE;REMARKS;FIREUSEONLY;STATUS;COMPRESSION;ADDDTTM;ADDBY;MODBY;FEATURE_ID;UNITID;Geom;Geo Local Area
WH-W06-001;DSTR;TC;TC1;0.0;14.9;;;Blue;Yes;;;NS 3400;BRIDGEWAY;13B17;COVAV;;;1987-01-01;__FJ8WH5;Active;;N;IN_SERVICE;No;2009-11-10T02:39:03-07:00;covDBimport;WAS17;29769;29769;"{""coordinates"": [-123.02907104723403, 49.29038663545094], ""type"": ""Point""}";Hastings-Sunrise
WH-T12-002;DSTR;TC;TC1;0.0;0.3;;;Yellow;Yes;;;;SEC E 4TH AV & SEMLIN DRIVE;33C11;COVAV;;;1967-01-01;__FJ8TFT;Active;;N;IN_SERVICE;No;2009-11-10T02:39:05-07:00;covDBimport;SDE 834766;29776;29776;"{""coordinates"": [-123.06369439928093, 49.26676333824145], ""type"": ""Point""}";Grandview-Woodland
WH-T25-015;DSTR;TC;TC1;20.1;0.9;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC PORTSIDE DRIVE & SOUTHSIDE DRIV;79B18;COVAV;;;1984-01-01;__FJ8T0Q;Active;;N;IN_SERVICE;No;2009-11-10T02:39:05-07:00;covDBimport;SDE 834766;29778;29778;"{""coordinates"": [-123.06127825863791, 49.207256171630476], ""type"": ""Point""}";Victoria-Fraserview
WH-P17-015;DSTR;TC;TC1;7.6;0.9;N-NORTH;N-NORTH;Green;Yes;;;Nend 4800;JAMES ST;51A36;COVAV;;;1961-07-18;__FJ8UGB;Active;;N;IN_SERVICE;No;2009-11-10T02:39:00-07:00;covDBimport;ENYANGS;29783;29783;"{""coordinates"": [-123.104146170799, 49.24132611963189], ""type"": ""Point""}";Riley Park
WH-O13-025;DSTR;Mueller;CENTURION;0.0;1.5;;;Blue;Yes;;;;NWC HEATHER ST & W 14TH AV;31B13;COVAV;;;1999-01-01;__FJ8X09;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:06-07:00;covDBimport;ENISCB;29784;29784;"{""coordinates"": [-123.12016032385384, 49.25872398502303], ""type"": ""Point""}";Fairview
WH-I12-023;DSTR;AVK;2780;2.4;0.6;W-WEST;W-WEST;Blue;Yes;;;;SWC W 6TH AV & WATERLOO ST;28C17;COVAV;;;2009-07-07;__FJ8U8C;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:08-07:00;covDBimport;SDE 834766;29792;29792;"{""coordinates"": [-123.17999789147872, 49.26674039249948], ""type"": ""Point""}";Kitsilano
WH-I16-020;DSTR;Mueller;CENTURION;0.9;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 28TH AV & BLENHEIM ST;47C19;COVAV;;;2000-01-01;__FJ8WHQ;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:09-07:00;covDBimport;SDE 834766;29799;29799;"{""coordinates"": [-123.17876312958444, 49.247168655597434], ""type"": ""Point""}";Dunbar-Southlands
WH-R25-006;DSTR;TC;TC1;100.6;0.9;W-WEST;W-WEST;Blue;Yes;;;NS 1000;E KENT AV NORT;82C17;COVAV;;;1969-01-01;__FJ8VJ5;Active;;N;IN_SERVICE;No;2009-11-10T02:39:11-07:00;covDBimport;SDE 834766;29807;29807;"{""coordinates"": [-123.0856943691903, 49.208726777046664], ""type"": ""Point""}";Sunset
WH-O08-015;DSTR;AVK;2780;1.3;1.7;W-West;W-West;Blue;Yes;;;;SWC DUNSMUIR ST & HOMER ST;;COVAV;;;2006-05-26;__FJ8UNN;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:11-07:00;covDBimport;SDE 834766;29810;29810;"{""coordinates"": [-123.11369877045087, 49.281733219399705], ""type"": ""Point""}";Downtown
WH-V21-012;DSTR;TC;TC1;1.8;0.9;E-EAST;E-EAST;Green;Yes;;;;NEC E 49TH AV & MCKINNON ST;76A01;COVAV;;;1949-01-01;__FJ8SBV;Active;;N;IN_SERVICE;No;2009-11-10T02:39:12-07:00;covDBimport;SDE 834766;29813;29813;"{""coordinates"": [-123.0386564863157, 49.224825181993424], ""type"": ""Point""}";Killarney
WH-S15-011;DSTR;Mueller;CENTURION;1.5;2.6;W-WEST;W-WEST;Blue;Yes;;;;SWC E 20TH AV & DUMFRIES ST;40B15;COVAV;;;1960-01-01;__FJ8SYU;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:13-07:00;covDBimport;ENYAMW;29817;29817;"{""coordinates"": [-123.07312874030744, 49.25249166243395], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-S12-025;DSTR;TC;TC1;128.9;1.0;E-EAST;E-EAST;Blue;Yes;;;SS 1800;E 4TH AV;33A25;COVAV;;;1976-01-01;__FJ8TA9;Active;;N;IN_SERVICE;No;2009-11-10T02:39:13-07:00;covDBimport;SDE 834766;29821;29821;"{""coordinates"": [-123.06772508558205, 49.267033159749545], ""type"": ""Point""}";Grandview-Woodland
WH-P19-001;DSTR;TC;TC1;2.1;0.9;S-SOUTH;S-SOUTH;Green;Yes;;;;SEC COLUMBIA ST & W 39TH AV;60C08;COVAV;;;;__FJ8UEW;Active;;N;IN_SERVICE;No;2009-11-10T02:39:14-07:00;covDBimport;SDE 834766;29823;29823;"{""coordinates"": [-123.11051937105215, 49.235573064142464], ""type"": ""Point""}";Riley Park
WH-M18-018;DSTR;TC;TC1;99.4;0.3;E-EAST;E-EAST;Blue;Yes;;;;NWS AVONDALE AV & SOMERSET CRESCENT;61B09;COVAV;;;;__FJ8VEZ;Active;;N;IN_SERVICE;No;2009-11-10T02:39:14-07:00;covDBimport;SDE 834766;29824;29824;"{""coordinates"": [-123.14305693081398, 49.23694028009662], ""type"": ""Point""}";Shaughnessy
WH-U22-011;DSTR;TC;TC1;4.6;0.6;N-NORTH;N-NORTH;Blue;Yes;;;;NWC VIVIAN DRIVE & E 56TH AV;75B19;COVAV;;;1959-01-01;__FJ8S9E;Active;;N;IN_SERVICE;No;2009-11-10T02:39:15-07:00;covDBimport;SDE 834766;29830;29830;"{""coordinates"": [-123.05070159186609, 49.21908253084043], ""type"": ""Point""}";Victoria-Fraserview
WH-L18-005;DSTR;AVK;2780;1.7;3.0;W-WEST;W-WEST;Blue;Yes;;;;NWC W 35TH AV & PINE CRESCENT;61A02;COVAV;;;2009-08-11;__FJ8TYS;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:05-07:00;covDBimport;SDE 834766;29833;29833;"{""coordinates"": [-123.1471034664488, 49.240035752106444], ""type"": ""Point""}";Shaughnessy
WH-U21-010;DSTR;TC;TC1;1.5;1.2;E-EAST;E-EAST;Green;Yes;;;;NEC E 48TH AV & ELLIOTT ST;57B17;COVAV;;;1988-01-01;__FJ8TKA;Active;;N;IN_SERVICE;No;2009-11-10T02:39:17-07:00;covDBimport;RIH83;29838;29838;"{""coordinates"": [-123.0545128521837, 49.226017847283025], ""type"": ""Point""}";Victoria-Fraserview
WH-J11-008;DSTR;Clow;BrigadierM;2.1;2.8;W-WEST;W-WEST;Blue;Yes;;;;SWC W 2ND AV & STEPHENS ST;23B20;COVAV;;;1964-01-01;__FJ8UA2;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:00-07:00;covDBimport;integration;29840;29840;"{""coordinates"": [-123.16641758351115, 49.27007427700439], ""type"": ""Point""}";Kitsilano
WH-M10-001;DSTR;Mueller;CENTURION;0.0;11.9;E-;E-;Blue;Yes;;;NEC 1000;BEACH AV;22C03;COVAV;;;2000-01-01;__FJ8WI2;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:18-07:00;covDBimport;SDE 834766;29842;29842;"{""coordinates"": [-123.13354642396557, 49.27603728407814], ""type"": ""Point""}";Downtown
WH-P25-012;DSTR;TC;C71P;1.5;0.9;E-WEST;E-WEST;Blue;Yes;;;;SWC MAIN ST & E KENT AV SOUT;84D03;COVAV;;;1992-01-01;__FJE94E;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:00-07:00;covDBimport;SDE 834766;29843;29843;"{""coordinates"": [-123.10256477109402, 49.20688887343712], ""type"": ""Point""}";Sunset
WH-S16-020;DSTR;TC;TC1;39.3;0.6;S-SOUTH;S-SOUTH;Green;Yes;;;WS 4000;MILLER ST;52C03;COVAV;;;1966-01-01;__FJ8T79;Active;;N;IN_SERVICE;No;2009-11-10T02:39:18-07:00;covDBimport;SDE 834766;29844;29844;"{""coordinates"": [-123.06871980318003, 49.24848687025086], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-T09-006;DSTR;TC;C71P;2.7;1.0;E-EAST;E-EAST;Green;Yes;;;;NEC VENABLES ST & SEMLIN DRIVE;19C21;COVAV;;;1997-01-01;__FJ8WDV;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:18-07:00;covDBimport;SDE 834766;29846;29846;"{""coordinates"": [-123.06350853600655, 49.27666082314367], ""type"": ""Point""}";Grandview-Woodland
WH-T08-008;DSTR;TC;C71P;2.1;4.3;S-NORTH;S-NORTH;Blue;Yes;;;;NWC SEMLIN DRIVE & E HASTINGS ST;10D23;COVAV;;;2003-01-01;__FJ8X01;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:19-07:00;covDBimport;SDE 834766;29848;29848;"{""coordinates"": [-123.06375251039474, 49.281320579059425], ""type"": ""Point""}";Grandview-Woodland
WH-W08-009;DSTR;TC;C71P;4.6;0.9;E-EAST;E-EAST;Blue;Yes;;;;SEC PANDORA ST & CASSIAR ST;12D04;COVAV;;;2004-03-02;__FLJ19O;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:00-07:00;covDBimport;SDE 834766;29851;29851;"{""coordinates"": [-123.03067576129536, 49.28289421726522], ""type"": ""Point""}";Hastings-Sunrise
WH-U15-013;DSTR;TC;TC1;1.5;0.6;E-EAST;E-EAST;Blue;Yes;;;;SEC E 22ND AV & KAMLOOPS ST;39A01;COVAV;;;1968-01-01;__FJ8TLL;Active;;N;IN_SERVICE;No;2009-11-10T02:39:20-07:00;covDBimport;SDE 834766;29852;29852;"{""coordinates"": [-123.05441461558964, 49.25053094982671], ""type"": ""Point""}";Renfrew-Collingwood
WH-O25-001;DSTR;TC;TC1;21.0;1.5;W-WEST;W-WEST;Blue;Yes;;;;NWC W 70TH AV & SW MARINE DRIVE;84A17;COVAV;;;1961-01-01;__FJ8VFD;Active;;N;IN_SERVICE;No;2009-11-10T02:39:21-07:00;covDBimport;SDE 834766;29860;29860;"{""coordinates"": [-123.12173019696455, 49.20851052116846], ""type"": ""Point""}";Marpole
WH-T20-008;DSTR;Mueller;CENTURION;3.7;0.5;E-EAST;E-EAST;Blue;Yes;;;;NEC E 45TH AV & VICTORIA DRIVE;58C15;COVAV;;;1949-01-01;__FJ8T5H;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:21-07:00;covDBimport;ENYAMW;29862;29862;"{""coordinates"": [-123.06540476717599, 49.22954647677684], ""type"": ""Point""}";Victoria-Fraserview
WH-S13-017;DSTR;TC;TC1;127.4;1.5;W-WEST;W-WEST;Blue;Yes;;;MidBlk 1603;E BROADWAY;33B12;;;;1976-01-01;__FJ8T91;Active;;N;IN_SERVICE;No;2009-11-10T02:39:22-07:00;covDBimport;SDE 834766;29863;29863;"{""coordinates"": [-123.07167863789319, 49.26247563995617], ""type"": ""Point""}";Grandview-Woodland
WH-T15-004;DSTR;TC;TC1;2.1;4.6;N-NORTH;N-NORTH;Blue;Yes;;;;NEC NANAIMO ST & E 20TH AV;40D03;COVAV;;;1961-01-01;__FJ8T84;Active;;N;IN_SERVICE;No;2009-11-10T02:39:22-07:00;covDBimport;SDE 834766;29864;29864;"{""coordinates"": [-123.05644274141595, 49.25246894215879], ""type"": ""Point""}";Renfrew-Collingwood
WH-J20-002;DSTR;AVK;2780;0.8;1.9;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC CEDARHURST ST & W 45TH AV;64B05;COVAV;;;2007-03-23;__FJ8URY;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:22-07:00;covDBimport;SDE 834766;29867;29867;"{""coordinates"": [-123.17151611283641, 49.23090367595981], ""type"": ""Point""}";Kerrisdale
WH-V23-021;DSTR;AVK;2780;11.1;3.2;S-SOUTH;S-SOUTH;Blue;Yes;;;ES 7800;KERR ST;79C01;COVAV;;;2008-10-31;__FJ8WTN;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:23-07:00;covDBimport;SDE 834766;29871;29871;"{""coordinates"": [-123.04149383194402, 49.21362044955799], ""type"": ""Point""}";Killarney
WH-Q16-025;DSTR;TC;TC1;125.6;0.9;E-EAST;E-EAST;Green;Yes;;;SS 500;E 27TH AV;41D44;COVAV;;;1945-01-01;__FJ8VIN;Active;;N;IN_SERVICE;No;2009-11-10T02:39:23-07:00;covDBimport;SDE 834766;29872;29872;"{""coordinates"": [-123.0922531180969, 49.24655301612812], ""type"": ""Point""}";Riley Park
WH-S22-024;DSTR;TC;TC1;85.3;0.9;E-EAST;E-EAST;Yellow;Yes;;;SS 1800;NASSAU DRIVE;74D51;COVAV;;;;__FJ8T3C;Active;;N;IN_SERVICE;No;2009-11-10T02:39:00-07:00;covDBimport;SDE 834766;29879;29879;"{""coordinates"": [-123.06815438411036, 49.2188821594785], ""type"": ""Point""}";Victoria-Fraserview
WH-T11-019;DSTR;TC;C71P;3.0;2.4;E-EAST;E-EAST;Blue;Yes;;;;SEC E 1ST AV & VICTORIA DRIVE;19B40;COVAV;;;;__FJE5IV;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:00-07:00;covDBimport;ENYAMW;29881;29881;"{""coordinates"": [-123.0655755937984, 49.2694908351339], ""type"": ""Point""}";Grandview-Woodland
WH-S13-013;DSTR;TC;TC1;3.4;0.3;N-NORTH;N-NORTH;Blue;Yes;;;;NWC WOODLAND DRIVE & E 10TH AV;33B14;COVAV;;;1955-01-01;__FJ8SZ9;Active;;N;IN_SERVICE;No;2009-11-10T02:39:25-07:00;covDBimport;SDE 834766;29882;29882;"{""coordinates"": [-123.07376430336178, 49.26152220252413], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-P19-019;DSTR;TC;TC1;17.1;6.7;E-EAST;E-EAST;Blue;Yes;;;;SEC E 41ST AV & MAIN ST;59B01;COVAV;;;;__FJ8UFD;Active;;N;IN_SERVICE;No;2009-11-10T02:39:26-07:00;covDBimport;SDE 834766;29884;29884;"{""coordinates"": [-123.10110702297747, 49.23296766520769], ""type"": ""Point""}";Sunset
WH-Q08-018;DSTR;TC;C71P;1.5;1.5;N-NORTH;N-NORTH;Blue;Yes;;;;NWC DUNLEVY AV & E HASTINGS ST;09B03;COVAV;2003-03-03;TFN;2003-01-01;__FJ8WZW;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:26-07:00;covDBimport;SDE 834766;29885;29885;"{""coordinates"": [-123.09545723136546, 49.281403243302464], ""type"": ""Point""}";Strathcona
WH-M07-026;DSTR;TC;TC1;3.0;0.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC CARDERO ST & PENDRELL ST;05D02;COVAV;;;1964-01-01;__FJ8VWM;Active;;N;IN_SERVICE;No;2009-11-10T02:39:28-07:00;covDBimport;SDE 834766;29894;29894;"{""coordinates"": [-123.13777068743627, 49.285864947324896], ""type"": ""Point""}";West End
WH-R13-020;DSTR;TC;TC1;4.9;2.7;N-NORTH;N-NORTH;Blue;Yes;;;;NWC WINDSOR ST & E 11TH AV;32D10;COVAV;;;1958-01-01;__FJ8UZQ;Active;;N;IN_SERVICE;No;2009-11-10T02:39:28-07:00;covDBimport;SDE 834766;29895;29895;"{""coordinates"": [-123.08345024850667, 49.26071347392443], ""type"": ""Point""}";Mount Pleasant
WH-R17-020;DSTR;TC;TC1;10.4;0.9;N-NORTH;N-NORTH;Blue;Yes;;;ES 4800;INVERNESS ST;51C34;COVAV;;;1961-01-01;__FJ8VMS;Active;;N;IN_SERVICE;No;2009-11-10T02:39:00-07:00;covDBimport;SDE 834766;29897;29897;"{""coordinates"": [-123.08011583398192, 49.24131039091608], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-J21-009;DSTR;TC;TC1;1.8;1.8;E-EAST;E-EAST;Blue;Yes;;;;NEC W 50TH AV & MACDONALD ST;69C18;COVAV;;;1948-01-01;__FJ8UR4;Active;;N;IN_SERVICE;No;2009-11-10T02:39:29-07:00;covDBimport;SDE 834766;29901;29901;"{""coordinates"": [-123.1676591056895, 49.226699842560606], ""type"": ""Point""}";Kerrisdale
WH-V18-023;DSTR;Clow;BrigadierM;1.5;3.0;N-NORTH;N-NORTH;Blue;Yes;;;;NWC MCHARDY ST & CLIVE A;54C19;COVAV;2013-01-07;Requires replacement;1968-01-01;__FJ8SKC;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:00-07:00;covDBimport;SDE 834766;29904;29904;"{""coordinates"": [-123.03510461221836, 49.23913708058893], ""type"": ""Point""}";Renfrew-Collingwood
WH-U18-017;DSTR;TC;TC1;137.5;2.4;N-NORTH;N-NORTH;Green;Yes;;;ES 5000;MOSS ST;54A22;COVAV;;;1961-01-01;__FJ8SJO;Active;;N;IN_SERVICE;No;2009-11-10T02:39:30-07:00;covDBimport;SDE 834766;29907;29907;"{""coordinates"": [-123.0463894328369, 49.23819020994061], ""type"": ""Point""}";Renfrew-Collingwood
WH-U19-021;DSTR;TC;TC1;1.8;0.9;E-EAST;E-EAST;Yellow;Yes;;;;SEC E 42ND AV & CLARENDON ST;57A04;COVAV;;;1947-01-01;__FJ8TKY;Active;;N;IN_SERVICE;No;2009-11-10T02:39:30-07:00;covDBimport;SDE 834766;29908;29908;"{""coordinates"": [-123.05506162707736, 49.231713708644776], ""type"": ""Point""}";Victoria-Fraserview
WH-N21-008;DSTR;TC;TC1;2.1;0.6;W-WEST;W-WEST;Green;Yes;;;;NWC W 51ST AV & OAK ST;71C15;COVAV;;;1947-01-01;__FJ8VA6;Active;;N;IN_SERVICE;No;2009-11-10T02:39:30-07:00;covDBimport;SDE 834766;29909;29909;"{""coordinates"": [-123.12857971843152, 49.224870731906414], ""type"": ""Point""}";Oakridge
WH-U17-011;DSTR;TC;TC1;0.6;0.6;N-NORTH;N-NORTH;Blue;Yes;;;;NWC NORQUAY ST & SLOCAN ST;39B18;COVAV;;;1961-01-01;__FJ8SL4;Active;;N;IN_SERVICE;No;2009-11-10T02:39:31-07:00;covDBimport;SDE 834766;29911;29911;"{""coordinates"": [-123.0517187904695, 49.24255137630454], ""type"": ""Point""}";Renfrew-Collingwood
WH-W19-043;DSTR;Mueller;SupCent250;1.5;2.4;S Line;S Line;Red;Yes;;;;SEC ORMIDALE ST & KINGSWAY;56C03;COVAV;;;1966-01-01;__FJ8SIV;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:31-07:00;covDBimport;ENYAMW;29914;29914;"{""coordinates"": [-123.0249826281569, 49.23209361849478], ""type"": ""Point""}";Killarney
WH-T08-030;DSTR;TC;TC1;3.0;1.0;N-NORTH;N-NORTH;Blue;Yes;;;;NWC GARDEN DRIVE & E HASTINGS ST;10D29;COVAV;;;1955-01-01;__FJ8TIV;Active;;N;IN_SERVICE;No;2009-11-10T02:39:32-07:00;covDBimport;CAN7222;29916;29916;"{""coordinates"": [-123.05794550525901, 49.28130035748288], ""type"": ""Point""}";Grandview-Woodland
WH-U08-015;DSTR;TC;TC1;2.7;1.5;N-NORTH;N-NORTH;Blue;Yes;;;;NWC SLOCAN ST & FRANKLIN ST;12B20;COVAV;;;1968-01-01;__FJ8SVU;Active;;N;IN_SERVICE;No;2009-11-10T02:39:32-07:00;covDBimport;SDE 834766;29919;29919;"{""coordinates"": [-123.04951630390734, 49.28218583122802], ""type"": ""Point""}";Hastings-Sunrise
WH-W16-001;DSTR;AVK;2780;1.5;6.2;S-SOUTH;S-SOUTH;Green;Yes;;;;SWC RUPERT ST & E 23RD AV;39C05;COVAV;;;2008-04-11;__FJ8SNV;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:33-07:00;covDBimport;SDE 834766;29922;29922;"{""coordinates"": [-123.0339598012371, 49.249560119560535], ""type"": ""Point""}";Renfrew-Collingwood
WH-S22-001;DSTR;TC;TC1;3.7;4.9;N-NORTH;N-NORTH;Blue;Yes;;;;NEC KNIGHT ST & E 53RD AV;74A07;COVAV;;;1959-01-01;__FJ8VNQ;Active;;N;IN_SERVICE;No;2009-11-10T02:39:23-07:00;covDBimport;SDE 834766;29924;29924;"{""coordinates"": [-123.07727655365431, 49.22191919395205], ""type"": ""Point""}";Victoria-Fraserview
WH-U13-009;DSTR;TC;C71P;0.0;2.4;;;Blue;Yes;;;;SWC PENTICTON ST & E BROADWAY;34B24;COVAV;;;1994-01-01;__FJ8WAA;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:33-07:00;covDBimport;SDE 834766;29925;29925;"{""coordinates"": [-123.05313293078471, 49.26184147418439], ""type"": ""Point""}";Renfrew-Collingwood
WH-G16-002;DSTR;TC;TC1;1.8;0.3;S-SOUTH;S-SOUTH;Green;Yes;;;;NEC W 29TH AV & DONCASTER WAY;47A04;COVAV;;;1969-01-01;__FJ8TOC;Active;;N;IN_SERVICE;No;2009-11-10T02:39:34-07:00;covDBimport;SDE 834766;29928;29928;"{""coordinates"": [-123.2030103358012, 49.24837555746456], ""type"": ""Point""}";Dunbar-Southlands
WH-T17-020;DSTR;Mueller;CENTURION;0.0;1.0;;;Green;Yes;;;SS 2200;KINGSWAY;52D24;COVAV;;;1958-01-01;__FJ8TEO;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:35-07:00;covDBimport;ENYAMW;29931;29931;"{""coordinates"": [-123.06089450571018, 49.242998123270795], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-L10-018;DSTR;TC;TC1;0.0;1.5;;;Blue;Yes;;;;SWC GREER AV & CHESTNUT ST;22B04;COVAV;;;1962-01-01;__FJ8U54;Active;;N;IN_SERVICE;No;2009-11-10T02:39:35-07:00;covDBimport;SDE 834766;29933;29933;"{""coordinates"": [-123.14641330633923, 49.27345980336731], ""type"": ""Point""}";Kitsilano
WH-H20-003;DSTR;AVK;2780;12.0;0.4;S-NORTH;S-NORTH;Blue;Yes;;;;SES OLYMPIC ST & W 46TH AV;66B05;COVAV;;;2008-03-11;__FJ8TMW;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:35-07:00;covDBimport;SDE 834766;29934;29934;"{""coordinates"": [-123.18950528877905, 49.2306836433693], ""type"": ""Point""}";Dunbar-Southlands
WH-W12-008;DSTR;TC;C71P;3.0;1.2;E-EAST;E-EAST;Green;Yes;;;;SEC E 7TH AV & RUPERT ST;34C14;COVAV;;;2003-01-01;__FJE7ZQ;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:36-07:00;covDBimport;ENISCB;29939;29939;"{""coordinates"": [-123.03350495039128, 49.26374373618169], ""type"": ""Point""}";Hastings-Sunrise
WH-S10-012;DSTR;TC;TC1;3.4;1.6;E-EAST;E-EAST;Blue;Yes;;;;SEC WILLIAM ST & MCLEAN DRIVE;19B02;COVAV;;;1973-01-01;__FJ8SZV;Active;;N;IN_SERVICE;No;2009-11-10T02:39:26-07:00;covDBimport;SDE 834766;29943;29943;"{""coordinates"": [-123.07427510375095, 49.27390456644406], ""type"": ""Point""}";Grandview-Woodland
WH-O24-021;DSTR;TC;TC1;132.0;0.9;W-WEST;W-WEST;Blue;Yes;;;SS 700;W 64TH AV;83B17;COVAV;;;1949-01-01;__FJ8VFH;Active;;N;IN_SERVICE;No;2009-11-10T02:39:41-07:00;covDBimport;SDE 834766;29945;29945;"{""coordinates"": [-123.12212404147779, 49.212252595832304], ""type"": ""Point""}";Marpole
WH-W25-002;DSTR;TC;TC1;209.1;0.6;E-EAST;E-EAST;Blue;Yes;;;SS 3300;E MARINE DRIVE;78A05;COVAV;;;1978-01-01;__FJ8S7J;Active;;N;IN_SERVICE;No;2009-11-10T02:39:00-07:00;covDBimport;ENISCB;29948;29948;"{""coordinates"": [-123.03361964464835, 49.20823796357033], ""type"": ""Point""}";Killarney
WH-Q18-001;DSTR;TC;TC1;110.6;1.2;N-NORTH;N-NORTH;Green;Yes;;;ES 5000;WALDEN ST;51B06;COVAV;;;1962-01-01;__FJ8VPT;Active;;N;IN_SERVICE;No;2009-11-10T02:39:41-07:00;covDBimport;SDE 834766;29949;29949;"{""coordinates"": [-123.10006423837163, 49.239206796189464], ""type"": ""Point""}";Riley Park
WH-O19-013;DSTR;TC;TC1;2.4;0.3;E-EAST;E-EAST;Green;Yes;;;;SEC W 39TH AV & CAMBIE ST;60A15;COVAV;;;1946-01-01;__FJ8UEI;Active;;N;IN_SERVICE;No;2009-11-10T02:39:42-07:00;covDBimport;SDE 834766;29951;29951;"{""coordinates"": [-123.11577345220239, 49.23530858509841], ""type"": ""Point""}";Riley Park
WH-I11-004;DSTR;TC;C71P;1.2;0.6;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC HIGHBURY ST & W 2ND AV;24B09;COVAV;;;1995-01-01;__FJ8W8T;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:00-07:00;covDBimport;SDE 834766;29952;29952;"{""coordinates"": [-123.18743357431255, 49.27033277651773], ""type"": ""Point""}";West Point Grey
WH-O13-010;DSTR;TC;TC1;0.0;1.5;;;Blue;Yes;;;;NEC ASH ST & W 12TH AV;31B10;COVAV;;;1975-01-01;__FJ8UPX;Active;;N;IN_SERVICE;No;2009-11-10T02:39:43-07:00;covDBimport;SDE 834766;29957;29957;"{""coordinates"": [-123.11748420635162, 49.260553116209486], ""type"": ""Point""}";Fairview
WH-O20-011;DSTR;TC;TC1;3.0;0.6;E-EAST;E-EAST;Blue;Yes;;;;NEC W 46TH AV & CAMBIE ST;72A28;COVAV;;;1949-01-01;__FJ8UEG;Active;;N;IN_SERVICE;No;2009-11-10T02:39:47-07:00;covDBimport;QIN31;29962;29962;"{""coordinates"": [-123.11602545436679, 49.22887499734146], ""type"": ""Point""}";Oakridge
WH-I20-015;DSTR;Clow;BrigadierM;0.0;1.4;;;Green;Yes;;;ES 6100;GLENDALOUGH PLACE;66D16;COVAV;;;1957-01-01;__FJ8URD;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:00-07:00;covDBimport;ENYAMW;29964;29964;"{""coordinates"": [-123.18024752837364, 49.23102427668633], ""type"": ""Point""}";Dunbar-Southlands
WH-N16-006;DSTR;TC;TC1;1.2;0.3;W-WEST;W-WEST;Blue;Yes;;;;Mdn W KING EDWARD AV & LAUREL ST;42B25;COVAV;;;1978-01-01;__FJ8VE6;Active;;N;IN_SERVICE;No;2009-11-10T02:39:48-07:00;covDBimport;SDE 834766;29966;29966;"{""coordinates"": [-123.12487029329827, 49.24911416240128], ""type"": ""Point""}";South Cambie
WH-S11-019;DSTR;TC;TC1;2.1;1.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC COTTON DRIVE & GRANT ST;19B29;COVAV;;;1976-01-01;__FJ8TB8;Active;;N;IN_SERVICE;No;2009-11-10T02:39:48-07:00;covDBimport;SDE 834766;29969;29969;"{""coordinates"": [-123.07164168828646, 49.27132040875614], ""type"": ""Point""}";Grandview-Woodland
WH-G10-010;DSTR;TC;C71P;201.5;0.6;N-NORTH;N-NORTH;Red;Yes;;;WS 1500;DISCOVERY ST;25D06;COVAV;;;2002-01-01;__FJ8WML;Active;;N;IN_SERVICE;Yes;2009-11-10T02:39:49-07:00;covDBimport;ENYANGS;29971;29971;"{""coordinates"": [-123.2027681295227, 49.2736749289415], ""type"": ""Point""}";West Point Grey
